link,location,area,room,year,price
https://shabesh.com/announce/1798455/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پاسداران ,113,2,1399,8249000000
https://shabesh.com/announce/1805590/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,150,3,1398,15000000000
https://shabesh.com/announce/1602386/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,210,3,1385,14000000000
https://shabesh.com/announce/1799768/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D9%81%D8%B1%D8%AF%D9%88%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,بلوار فردوس ,81,2,1384,2990000000
https://shabesh.com/announce/1799096/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,زعفرانیه ,157,2,1400,22000000000
https://shabesh.com/announce/1798496/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%82%D9%84%D9%87%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,قلهک ,140,3,1395,8400000000
https://shabesh.com/announce/1748830/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%88%D9%84%D9%86%D8%AC%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,ولنجک ,290,3,1393,26000000000
https://shabesh.com/announce/1541618/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D9%84%D9%87%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,الهیه ,91,2,1398,12700000000
https://shabesh.com/announce/1803811/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%88%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,دروس ,190,3,1387,16500000000
https://shabesh.com/announce/1803887/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%87%D8%B1%D9%88%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,هروی ,122,2,1386,5490000000
https://shabesh.com/announce/1803876/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D9%88%D9%84%D8%AA-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,دولت ,95,2,1388,4750000000
https://shabesh.com/announce/1710664/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,سعادت آباد ,158,3,1398,16000000000
https://shabesh.com/announce/1803839/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پاسداران ,167,3,1380,9185000000
https://shabesh.com/announce/1803852/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AD%D8%B3%DB%8C%D9%86-%D8%A2%D8%A8%D8%A7%D8%AF-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,حسین آباد ,94,2,1390,4230000000
https://shabesh.com/announce/1805586/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,150,3,1398,15000000000
https://shabesh.com/announce/1805173/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%87%D8%B1%D9%88%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,هروی ,106,2,1387,5512000000
https://shabesh.com/announce/1798480/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%87%D8%B1%D9%88%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,هروی ,145,3,1399,7000000000
https://shabesh.com/announce/1799947/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,اختیاریه ,100,2,1390,6000000000
https://shabesh.com/announce/1805589/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,150,3,1398,15000000000
https://shabesh.com/announce/1805716/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پاسداران ,145,3,1398,12300000000
https://shabesh.com/announce/1805742/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پاسداران ,217,3,1399,26000000000
https://shabesh.com/announce/1798829/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%85%DB%8C%D8%B1%D8%AF%D8%A7%D9%85%D8%A7%D8%AF-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,میرداماد ,140,3,1400,11200000000
https://shabesh.com/announce/1803933/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D9%81%D8%B1%D8%AF%D9%88%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,بلوار فردوس ,82,2,1392,2800000000
https://shabesh.com/announce/1798449/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پاسداران ,113,2,1399,7910000000
https://shabesh.com/announce/1796814/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%88%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,دروس ,120,2,1399,10800000000
https://shabesh.com/announce/1695668/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%88%D9%84%D9%86%D8%AC%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,ولنجک ,225,3,1398,33750000000
https://shabesh.com/announce/1561248/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D9%84%D9%87%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,الهیه ,135,2,1399,13500000000
https://shabesh.com/announce/1581855/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%DB%8C%D8%A7%D8%B3%D8%B1-%D9%86%DB%8C%D8%A7%D9%88%D8%B1%D8%A7%D9%86,یاسر نیاوران ,180,3,1396,18000000000
https://shabesh.com/announce/1573437/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,220,3,1399,20000000000
https://shabesh.com/announce/1611399/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%DA%A9%D8%A7%D9%85%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,کامرانیه ,170,3,1399,15500000000
https://shabesh.com/announce/1664311/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%DA%A9-%D8%BA%D8%B1%D8%A8-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,شهرک غرب ,160,3,1385,11200000000
https://shabesh.com/announce/1535507/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,زعفرانیه ,148,2,1385,12500000000
https://shabesh.com/announce/1606733/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AC%D9%85%D8%B4%DB%8C%D8%AF%DB%8C%D9%87-%D9%86%DB%8C%D8%A7%D9%88%D8%B1%D8%A7%D9%86,جمشیدیه نیاوران ,210,3,1397,21000000000
https://shabesh.com/announce/1798461/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D8%A7%D9%82%D8%AF%D9%88%D8%B4-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86,ساقدوش پاسداران ,145,3,1388,6815000000
https://shabesh.com/announce/1456863/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,زعفرانیه ,330,4,1399,33000000000
https://shabesh.com/announce/1799476/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%DB%8C%D9%88%D8%A7%D9%86%DA%A9-%D8%B4%D9%87%D8%B1%DA%A9-%D8%BA%D8%B1%D8%A8,ایوانک شهرک غرب ,120,2,1380,6800000000
https://shabesh.com/announce/1788694/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,محمودیه ,220,4,1390,19800000000
https://shabesh.com/announce/1782728/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%87%D8%B1%D9%88%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,هروی ,67,1,1395,2780000000
https://shabesh.com/announce/1715027/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%D8%A7%D9%86-%D8%AC%D9%86%D9%88%D8%A8%DB%8C-%D8%B4%D9%87%D8%B1%D8%A7%D9%86,شهران جنوبی شهران ,63,2,1384,1790000000
https://shabesh.com/announce/1721769/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,سعادت آباد ,156,3,1391,9750000000
https://shabesh.com/announce/1767978/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%86%DB%8C%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,نیاوران ,220,3,1399,10000000000
https://shabesh.com/announce/1341355/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,185,3,1399,18500000000
https://shabesh.com/announce/1633725/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,شهر زیبا ,125,3,1395,4400000000
https://shabesh.com/announce/1675287/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%88%D9%84%D9%86%D8%AC%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,ولنجک ,96,2,1397,8700000000
https://shabesh.com/announce/1621045/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D9%81%D8%B1%D8%AF%D9%88%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,بلوار فردوس ,89,2,1394,3500000000
https://shabesh.com/announce/1710620/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D9%81%D8%B1%D8%AF%D9%88%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,بلوار فردوس ,49,1,1383,1800000000
https://shabesh.com/announce/1798508/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%BA-%D9%81%DB%8C%D8%B6-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,باغ فیض ,96,2,1393,3800000000
https://shabesh.com/announce/1703803/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D9%88%D9%86%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پونک ,91,2,1397,3750000000
https://shabesh.com/announce/1785706/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,زعفرانیه ,350,4,1399,59500000000
https://shabesh.com/announce/1803859/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پاسداران ,95,2,1370,5600000000
https://shabesh.com/announce/1803800/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%82%D9%84%D9%87%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,قلهک ,110,2,1372,6380000000
https://shabesh.com/announce/1803827/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,اختیاریه ,78,2,1399,5460000000
https://shabesh.com/announce/1538631/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,زعفرانیه ,132,2,1392,12000000000
https://shabesh.com/announce/1799832/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,سازمان برنامه ,81,2,1388,2900000000
https://shabesh.com/announce/1798515/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D9%88%D9%84%D8%AA-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,دولت ,67,2,1386,4020000000
https://shabesh.com/announce/1702660/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D9%88%D9%86%DA%A9-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,پونک ,61,2,1383,2250000000
https://shabesh.com/announce/1799962/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,اختیاریه ,98,2,1370,4500000000
https://shabesh.com/announce/1805734/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%BA-%D9%81%DB%8C%D8%B6-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,باغ فیض ,97,2,1392,3900000000
https://shabesh.com/announce/1800930/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,سعادت آباد ,81,2,1385,4500000000
https://shabesh.com/announce/1800671/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87,سازمان برنامه شمالی سازمان برنامه ,94,2,1391,4200000000
https://shabesh.com/announce/1806172/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,اختیاریه ,145,3,1387,9860000000
https://shabesh.com/announce/1804783/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%87%D9%85%DB%8C%D9%84%D8%A7-%D9%BE%D9%88%D9%86%DA%A9,همیلا پونک ,153,3,1386,5800000000
https://shabesh.com/announce/1803970/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D8%B2%DA%AF%D9%84-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,ازگل ,110,2,1399,8250000000
https://shabesh.com/announce/1799199/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%DB%8C%D9%88%D8%A7%D9%86%DA%A9-%D8%B4%D9%87%D8%B1%DA%A9-%D8%BA%D8%B1%D8%A8,ایوانک شهرک غرب ,130,3,1385,7200000000
https://shabesh.com/announce/1267433/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,فرمانیه ,114,2,1398,9000000000
