id,brand,model,mileage,year,link,body_status,price
4981,کوییک,دنده ای R,0,2021,https://bama.ir/car/detail-kmjnoejv-quick-manual-r-1400,1,155000000
4982,ام وی ام,X22,67500,2017,https://bama.ir/car/detail-68n3ovtj-mvm-x22-mt-sport-excellent-1396,1,288000000
4983,نیسان,وانت زامیاد,0,2019,https://bama.ir/car/detail-oundpy8-nissan-zamyad-pickup-cng-1398,1,235000000
4984,میتسوبیشی,لنسر,320000,1993,https://bama.ir/car/detail-dkq69etp-mitsubishi-lancer-1.6-mt-1993,13,58000000
4985,چانگان,CS 35 (مونتاژ),0,2019,https://bama.ir/car/detail-d18ywaw-changan-cs35-ir-1398,1,465000000
4986,جک,جی 5,120000,2014,https://bama.ir/car/detail-r698cjr-jac-j5-at-1393,1,235000000
4987,هیوندای,توسان (ix35),68000,2014,https://bama.ir/car/detail-4cu8uv27-hyundai-tucson-ix35-2.4l-2014,1,1100000000
4988,سیتروئن,زانتیا,210000,2008,https://bama.ir/car/detail-wybf9cad-citroen-xantia-2.0-sx-1387,1,230000000
4989,تویوتا,اریون,225000,2010,https://bama.ir/car/detail-p6zq3cx-toyota-aurion-grande-2010,3,780000000
4990,پژو,206 ,267000,2010,https://bama.ir/car/detail-xh8wvtmp-peugeot-206-ir-type2-1389,4,110000000
4991,دنا,پلاس,3500,2020,https://bama.ir/car/detail-zdpsyiy3-dena-plus-turbo-automatic-1399,1,417000000
4992,سیتروئن,زانتیا,180000,2005,https://bama.ir/car/detail-a1fpyk6c-citroen-xantia-1.8-superlux-1384,4,125000000
4993,مزدا,3 جدید صندوق دار (مونتاژ),130000,2012,https://bama.ir/car/detail-2s5xikno-mazda-3-sedan-2.0l-type3-1391,1,560000000
4994,پژو,207,nan,2019,https://bama.ir/car/detail-chywv76-peugeot-207-mt-1398,1,262500000
4995,هیوندای,توسان (ix35),158000,2013,https://bama.ir/car/detail-fejnkjc9-hyundai-tucson-ix35-2.4l-2013,1,795000000
4996,لکسوس,NX,50000,2016,https://bama.ir/car/detail-vyk75n2-lexus-nx-200t-f-sport-2016,1,3100000000
4997,رنو,تندر90 ,76895,2014,https://bama.ir/car/detail-uxqf3yvb-renault-tondar90-e2-1393,3,200000000
4998,ساینا,EX دنده ای,0,2021,https://bama.ir/car/detail-xr1y3k5o-saina-ex-mt-1400,1,149000000
4999,کوییک,اتوماتیک پلاس,nan,2020,https://bama.ir/car/detail-sspuo1ra-quick-at-full-plus-1399,1,215000000
5000,دنا,پلاس,0,2020,https://bama.ir/car/detail-wfvonjqq-dena-plus-basic-manual-1399,1,315000000
5001,تیبا,صندوق دار,1500,2020,https://bama.ir/car/detail-owwqkodg-tiba-sedan-sx-1399,1,125000000
5002,پژو,پارس,35000,2018,https://bama.ir/car/detail-xnc8ps3q-peugeot-pars-mt-1397,1,195000000
5003,کیا,اپتیما,60000,2017,https://bama.ir/car/detail-181orf7a-kia-optima-gtline-2017,1,1580000000
5004,نیسان,پاترول دو در ,330000,1998,https://bama.ir/car/detail-76gguam-nissan-patrol-2door-ir-1377,12,190000000
5005,کیا,اسپورتیج,116000,2014,https://bama.ir/car/detail-55te2u1i-kia-sportage-basic-2014,1,960000000
5006,چانگان,CS 35 (مونتاژ),62000,2018,https://bama.ir/car/detail-e1mw9yko-changan-cs35-ir-1397,3,360000000
5007,نیسان,رونیز,135000,2009,https://bama.ir/car/detail-6zk1hpfh-nissan-roniz-1388,4,550000000
5008,جک,S3,0,2020,https://bama.ir/car/detail-uh3roxt8-jac-s3-at-1399,1,480000000
5009,سمند,سورن,40000,2017,https://bama.ir/car/detail-t4j7g2j9-samand-soren-elx-turbo-1396,5,195000000
5010,پژو,405,260000,2008,https://bama.ir/car/detail-i1e4sk-peugeot-405-glx-1387,3,85000000
5011,ام وی ام,X22,56000,2018,https://bama.ir/car/detail-s7574tts-mvm-x22-mt-luxury-1397,1,310000000
5012,جک,S5,17000,2019,https://bama.ir/car/detail-n17qjwjj-jac-s5-at-1398,1,585000000
5013,تیبا,صندوق دار,118000,2014,https://bama.ir/car/detail-dp9ta63j-tiba-sedan-sx-1393,1,91000000
5014,پراید,صندوق دار,280000,2000,https://bama.ir/car/detail-m32fin-pride-sedan-1379,4,33000000
5015,رنو,ساندرو,0,2019,https://bama.ir/car/detail-a411nwsq-renault-sandero-at-1398,1,415000000
5016,پژو,206 ,68000,2017,https://bama.ir/car/detail-68fbh4nk-peugeot-206-ir-type5-1396,4,138000000
5017,پژو,206 ,159000,2013,https://bama.ir/car/detail-e24u88cw-peugeot-206-ir-type5-1392,1,152000000
5018,وانت,آریسان,123000,2016,https://bama.ir/car/detail-zx9cwmyg-pick-up-arisan-1395,1,107000000
5019,ب ام و,X4,nan,2017,https://bama.ir/car/detail-4enx4p-bmw-x4-28-2017,1,5000000000
5020,پژو,پارس,nan,2020,https://bama.ir/car/detail-zpa2sv6u-peugeot-pars-lx-1399,1,239000000
5021,تویوتا,کمری,65000,2014,https://bama.ir/car/detail-8pui6am-toyota-camry-glx-2014,1,1300000000
5022,رنو,کولیوس,0,2018,https://bama.ir/car/detail-qk9tnww-renault-koleos-2018,1,2180000000
5023,رنو,کولیوس,45000,2017,https://bama.ir/car/detail-ksq5sa2y-renault-koleos-2017,1,1600000000
5024,فولکس,گل,280000,2005,https://bama.ir/car/detail-npipdbk-volkswagen-gol-1384,12,63000000
5025,رنو,داستر,53000,2017,https://bama.ir/car/detail-571tiskj-renault-duster-se-fwd-2017,1,565000000
5026,ب ام و,سری 5 سدان,73000,2009,https://bama.ir/car/detail-idqaeq8w-bmw-5-series-sedan-530i-2009,1,980000000
5027,پژو,207,0,2020,https://bama.ir/car/detail-znxqjpz6-peugeot-207-mt-1399,1,285000000
5028,پژو,207,74000,2017,https://bama.ir/car/detail-xpiivo22-peugeot-207-at-1396,1,280000000
5029,پژو,206 ,0,2021,https://bama.ir/car/detail-pvh7xmnx-peugeot-206-ir-type2-1400,1,212000000
5030,تویوتا,پرادو دو در,220000,2006,https://bama.ir/car/detail-o3kdfitz-toyota-prado-2doors-4cylinder-2006,2,1200000000
5031,پژو,405,230000,2010,https://bama.ir/car/detail-5ba46qrw-peugeot-405-glx-1389,3,82000000
5032,لیفان,820,32000,2018,https://bama.ir/car/detail-85j3sc7a-lifan-820-1397,1,465000000
5033,پژو,207,nan,2021,https://bama.ir/car/detail-hw1ke7as-peugeot-207-mt-1400,1,307000000
5034,سمند,LX,75000,2017,https://bama.ir/car/detail-q79qgqov-samand-lx-ef7-1396,3,146000000
5035,هیوندای,سانتافه (ix45),85000,2016,https://bama.ir/car/detail-onkm1yxm-hyundai-santafe-ix45-2400cc-2016,6,1320000000
5036,ب ام و,سری 5 سدان,85000,2015,https://bama.ir/car/detail-3gx2rnri-bmw-5-series-sedan-528i-2015,1,2450000000
5037,رنو,کولیوس,30000,2018,https://bama.ir/car/detail-5xidewiq-renault-koleos-2018,1,1700000000
5038,پژو,پارس,23000,2016,https://bama.ir/car/detail-v66mbr7-peugeot-pars-mt-1395,1,172000000
5039,کیا,اسپورتیج,nan,2014,https://bama.ir/car/detail-wgcttbfw-kia-sportage-basic-2014,1,950000000
5040,هیوندای,آزرا (گرنجور),160000,2008,https://bama.ir/car/detail-a8uw8vh8-hyundai-azera-6cylinder-2008,2,545000000
5041,کیا,اسپورتیج,70000,2014,https://bama.ir/car/detail-efhf1muh-kia-sportage-basic-2014,1,910000000
5042,پژو,206 SD,107000,2014,https://bama.ir/car/detail-nfqw41j-peugeot-206sd-v8-1393,2,165000000
5043,هیوندای,سانتافه (ix45),42000,2017,https://bama.ir/car/detail-v88p88q-hyundai-santafe-ix45-2400cc-2017,1,1680000000
5044,مزدا,3 جدید صندوق دار (مونتاژ),200000,2016,https://bama.ir/car/detail-3fi43jw-mazda-3-sedan-2.0l-type4-1395,1,700000000
5045,بی وای دی,S6,19900,2017,https://bama.ir/car/detail-2pdn5j9m-byd-s6-1396,1,515000000
5046,ب ام و,X3,92000,2014,https://bama.ir/car/detail-cmp8ei4h-bmw-x3-28-2014,3,1680000000
5047,دنا,معمولی,0,2021,https://bama.ir/car/detail-q3jognwd-dena-1.7-1400,1,276000000
5048,آلفارومئو,جولیتا,50000,2013,https://bama.ir/car/detail-t8ht4h31-alfa-romeo-giulietta-2013,1,800000000
5049,پژو,پارس,69000,2018,https://bama.ir/car/detail-cgzygejy-peugeot-pars-lx-1397,2,206000000
5050,پراید,131,nan,2020,https://bama.ir/car/detail-ubx83qmr-pride-131-se-1399,1,112700000
5051,تیبا,صندوق دار,10000,2020,https://bama.ir/car/detail-5y7msh2s-tiba-sedan-sx-1399,1,120000000
5052,رنو,تندر90 ,70000,2017,https://bama.ir/car/detail-kg23tj32-renault-tondar90-plus-at-1396,1,315000000
5053,نیسان,مورانو,150000,2008,https://bama.ir/car/detail-5jtx2a2k-nissan-murano-se-2008,3,510000000
5054,رنو,تندر90 ,34000,2016,https://bama.ir/car/detail-u39zusot-renault-tondar90-e2-1395,1,235000000
5055,هایما,S7,60000,2017,https://bama.ir/car/detail-ree9jqk-haima-s7-1.8l-turbo-1396,1,590000000
5056,پژو,206 ,0,2019,https://bama.ir/car/detail-h4rcyh5j-peugeot-206-ir-type5-1398,1,240000000
5057,جک,S3,50000,2018,https://bama.ir/car/detail-fccpi9q-jac-s3-at-1397,1,420000000
5058,ام وی ام,X33,90000,2016,https://bama.ir/car/detail-g95o8ibb-mvm-x33-at-1395,1,350000000
5059,پژو,206 ,22000,2018,https://bama.ir/car/detail-8oa1irw-peugeot-206-ir-type2-1397,1,175000000
5060,پژو,206 ,12000,2019,https://bama.ir/car/detail-6zcd5zo9-peugeot-206-ir-type2-1398,1,192000000
5061,هیوندای,i20,42500,2015,https://bama.ir/car/detail-hdxrhwzw-hyundai-i20-2015,1,540000000
5062,سمند,LX,61000,2015,https://bama.ir/car/detail-sfghd7o-samand-lx-basic-1394,1,145000000
5063,هوندا,آکورد,90000,2013,https://bama.ir/car/detail-os2cfjk-honda-accord-exa-2013,1,800000000
5064,بنز,کلاس S,125000,2006,https://bama.ir/car/detail-vf51o3g-mercedes-benz-s-class-s350-2006,3,2300000000
5065,رنو,تالیسمان,9000,2018,https://bama.ir/car/detail-tyb96arx-renault-talisman-e3-2018,1,1600000000
5066,جیلی,GC6,0,2019,https://bama.ir/car/detail-upz35oe3-geely-gc6-excellent-1398,1,300000000
5067,شورولت,سابربن,100000,1983,https://bama.ir/car/detail-3mggnwpy-chevrolet-suburban-1983,13,550000000
5068,کوییک,دنده ای R,0,2021,https://bama.ir/car/detail-9w8f69o-quick-manual-r-1400,1,158000000
5069,پراید,111,150000,2015,https://bama.ir/car/detail-k817sp63-pride-111-se-1394,3,83000000
5070,پژو,206 ,62000,2012,https://bama.ir/car/detail-19986ov8-peugeot-206-ir-type2-1391,1,130000000
5071,نیسان,پیکاپ دو کابین ,110000,2005,https://bama.ir/car/detail-ehc4gr6-nissan-pickup-ir-2cab-1384,1,500000000
5072,چری,تیگو 5,6500,2020,https://bama.ir/car/detail-4kinbhcq-chery-tiggo5-ie-1399,1,640000000
5073,ام وی ام,110,70000,2011,https://bama.ir/car/detail-e5d1bbu4-mvm-110-3cylinder-1390,1,66000000
5074,سمند,LX,290000,2012,https://bama.ir/car/detail-93deiy-samand-lx-ef7-cng-1391,1,120000000
5075,دنا,پلاس,0,2021,https://bama.ir/car/detail-d195rv18-dena-plus-basic-manual-1400,1,310000000
5076,رنو,داستر,133000,2015,https://bama.ir/car/detail-gov3yto5-renault-duster-se-fwd-2015,1,520000000
5077,رانا,EL,nan,2013,https://bama.ir/car/detail-4j6irwai-runna-el-1392,1,130000000
5078,ام وی ام,110,200000,2007,https://bama.ir/car/detail-g2ggk1e8-mvm-110-3cylinder-1386,4,48000000
5079,سیتروئن,زانتیا,146000,2009,https://bama.ir/car/detail-psk9zoot-citroen-xantia-2.0-sx-1388,1,185000000
5080,کیا,سورنتو,77000,2017,https://bama.ir/car/detail-6upwoeww-kia-sorento-gtline-2017,1,1840000000
5081,پژو,پارس,0,2020,https://bama.ir/car/detail-6dykz9m-peugeot-pars-at-1399,1,325000000
5082,پژو,207,0,2021,https://bama.ir/car/detail-hbs6ngo1-peugeot-207-mt-1400,1,304000000
5083,پژو,206 ,165000,2012,https://bama.ir/car/detail-91jszws2-peugeot-206-ir-type2-1391,4,103000000
5084,تیبا,صندوق دار,0,2021,https://bama.ir/car/detail-bmk7a7kr-tiba-sedan-sx-1400,1,129500000
5085,مزدا,323,211000,2003,https://bama.ir/car/detail-iwtzdox4-mazda-323-mt-1382,2,135000000
5086,کیا,سراتو (مونتاژ),60000,2017,https://bama.ir/car/detail-x6xhnv8n-kia-cerato-ir-2000-optional-1396,1,595000000
5087,هیوندای,سانتافه (ix45),220000,2007,https://bama.ir/car/detail-h8td2ohf-hyundai-santafe-ix45-2700cc-2007,3,640000000
5088,سمند,LX,83000,2017,https://bama.ir/car/detail-engqd6qn-samand-lx-ef7-1396,1,160000000
5089,کیا,سراتو (مونتاژ),140000,2016,https://bama.ir/car/detail-dkxw5ebx-kia-cerato-ir-2000-basic-1395,8,440000000
5090,هیوندای,سانتافه (ix45),190000,2010,https://bama.ir/car/detail-651tsena-hyundai-santafe-ix45-2700cc-2010,1,790000000
5091,هیوندای,سانتافه (ix45),140000,2014,https://bama.ir/car/detail-cqtbsde2-hyundai-santafe-ix45-2400cc-2014,1,1150000000
5092,هیوندای,سانتافه (ix45),100000,2011,https://bama.ir/car/detail-ohn9g55j-hyundai-santafe-ix45-2700cc-2011,1,980000000
5093,برلیانس,H320,68000,2016,https://bama.ir/car/detail-5rnpmtg-brilliance-h320-at-1395,3,242000000
5094,هیوندای,النترا,40000,2017,https://bama.ir/car/detail-f8dbozy-hyundai-elantra-2.0l-2017,1,970000000
5095,میتسوبیشی,میراژ,8000,2018,https://bama.ir/car/detail-ajaee749-mitsubishi-mirage-2018,1,600000000
5096,پژو,2008,16000,2018,https://bama.ir/car/detail-syjh36ue-peugeot-2008-1397,1,780000000
5097,دانگ فنگ,H30 کراس,29000,2019,https://bama.ir/car/detail-w5wzcz23-dongfeng-h30-cross-1398,1,305000000
5098,پژو,206 ,220000,2005,https://bama.ir/car/detail-vetnut64-peugeot-206-ir-type2-1384,4,70000000
5099,کیا,اپتیما,110000,2014,https://bama.ir/car/detail-3qcnpd55-kia-optima-basic-2014,2,900000000
5100,پژو,405,130000,2016,https://bama.ir/car/detail-c7juawzz-peugeot-405-glx-1395,4,128000000
5101,هیوندای,آزرا (گرنجور),90000,2013,https://bama.ir/car/detail-2153ib1i-hyundai-azera-6cylinder-2013,1,1180000000
5102,سمند,LX,4100,2020,https://bama.ir/car/detail-315egog4-samand-lx-ef7-1399,1,205000000
5103,سانگ یانگ,تیوولی,50000,2017,https://bama.ir/car/detail-d45wg8a1-ssang-yong-tivoli-elite-2017,1,660000000
5104,ریگان,کوپا,35000,2018,https://bama.ir/car/detail-g866uprq-rigan-coupa-royal-1397,1,800000000
5105,جک,جی 4,3000,2019,https://bama.ir/car/detail-ptmd5228-jac-j4-1398,1,350000000
5106,پژو,پارس,0,2021,https://bama.ir/car/detail-2f1qxmh7-peugeot-pars-mt-1400,1,224000000
5107,هیوندای,النترا,75000,2017,https://bama.ir/car/detail-wog1ebmv-hyundai-elantra-2.0l-2017,1,980000000
5108,هیوندای,ولستر,40000,2015,https://bama.ir/car/detail-4omoib8e-hyundai-veloster-2015,3,590000000
5109,پژو,پارس,105000,2016,https://bama.ir/car/detail-ovcwhyz2-peugeot-pars-elx-xum-1395,3,185000000
5110,پژو,206 ,85000,2017,https://bama.ir/car/detail-ci8p4q76-peugeot-206-ir-type2-1396,7,155000000
5111,ام وی ام,550,80000,2016,https://bama.ir/car/detail-jd7gaihp-mvm-550-at-1395,1,255000000
5112,رنو,کولیوس,10000,2018,https://bama.ir/car/detail-mpxi5za-renault-koleos-2018,1,1770000000
5113,دانگ فنگ,H30 کراس,50000,2018,https://bama.ir/car/detail-97u5h3pr-dongfeng-h30-cross-1397,1,280000000
5114,پژو,پارس,83000,2016,https://bama.ir/car/detail-jxdffdq-peugeot-pars-mt-1395,1,173000000
5115,رنو,لتیتود,150000,2013,https://bama.ir/car/detail-vfu258nj-renault-latitude-2013,7,750000000
5116,پژو,405,0,2020,https://bama.ir/car/detail-mjrnyzv-peugeot-405-slx-1399,1,200000000
5117,ب ام و,سری 5 سدان,236000,2005,https://bama.ir/car/detail-dsr5331k-bmw-5-series-sedan-520i-2005,2,720000000
5118,پژو,207,0,2020,https://bama.ir/car/detail-472kpcxp-peugeot-207-mt-1399,1,293000000
5119,هیوندای,کوپه,200000,2007,https://bama.ir/car/detail-7irshj25-hyundai-coupe-at-2007,3,410000000
5120,پژو,206 SD,100000,2017,https://bama.ir/car/detail-8cmohdrw-peugeot-206sd-v8-1396,3,160000000
5121,تویوتا,پرادو  چهار در,115000,2012,https://bama.ir/car/detail-diqvjbmy-toyota-prado-4doors-6cylinderonroad-2012,1,3500000000
5122,هایما,S7,0,2020,https://bama.ir/car/detail-xeuhmgvi-haima-s7-1.8l-turbo-1399,1,690000000
5123,نیسان,وانت زامیاد,0,2019,https://bama.ir/car/detail-yrd7xy9w-nissan-zamyad-pickup-cng-1398,1,245000000
5124,تویوتا,راوفور,112000,2016,https://bama.ir/car/detail-ve9b7bpj-toyota-rav4-2wd-2016,1,1700000000
5125,مزدا,3 (مونتاژ),200000,2009,https://bama.ir/car/detail-z9p432id-mazda-3-ir-type3-1388,2,330000000
5126,پراید,111,350078,2010,https://bama.ir/car/detail-yhdmcwzp-pride-111-sl-1389,4,67000000
5127,رنو,ساندرو,56000,2016,https://bama.ir/car/detail-x4narxoa-renault-sandero-at-1395,1,330000000
5128,پراید,111,0,2020,https://bama.ir/car/detail-rvqqonii-pride-111-se-1399,1,126000000
5129,دنا,معمولی,13000,2018,https://bama.ir/car/detail-gz5umm5o-dena-1.7-1397,1,235000000
5130,رنو,تندر90 ,160000,2016,https://bama.ir/car/detail-4ck1x62g-renault-tondar90-e2-1395,1,250000000
5131,تیبا,صندوق دار,0,2021,https://bama.ir/car/detail-dbyepa5e-tiba-sedan-sx-1400,1,129500000
5132,ب ام و,X4,0,2017,https://bama.ir/car/detail-8jpgvsy5-bmw-x4-28-2017,1,5200000000
5133,ب ام و,X4,0,2017,https://bama.ir/car/detail-8jpgvsy5-bmw-x4-28-2017,1,5200000000
5134,رانا,LX,150000,2013,https://bama.ir/car/detail-xfqkjk4s-runna-lx-1392,2,115000000
5135,هیوندای,سوناتا,0,2017,https://bama.ir/car/detail-269j48f-hyundai-sonata-4cyl-automatic-2017,1,1650000000
5136,کیا,سراتو,170000,2010,https://bama.ir/car/detail-hg45rznx-kia-cerato-2000-2010,4,440000000
5137,پژو,407,138000,2008,https://bama.ir/car/detail-4cfuds5c-peugeot-407-2008,4,320000000
5138,رنو,تندر90 ,100000,2014,https://bama.ir/car/detail-yfvwu8t5-renault-tondar90-e2-1393,1,190000000
5139,پیکان,وانت,160000,2011,https://bama.ir/car/detail-jmdckj7-peykan-pickup-gas-1390,1,100000000
5140,پورشه,باکستر,115000,2011,https://bama.ir/car/detail-v26eh8v-porsche-boxster-6cylinder-2011,1,3200000000
5141,تویوتا,لندکروز چهار در,9800,2013,https://bama.ir/car/detail-hmjv18wj-toyota-landcruiser-4door-v6-4000cc-2013,1,6800000000
5142,پژو,206 SD,12000,2018,https://bama.ir/car/detail-5fwt1ord-peugeot-206sd-v8-1397,1,225000000
5143,پژو,206 ,0,2020,https://bama.ir/car/detail-wg9a7io-peugeot-206-ir-type2-1399,1,204000000
5144,پژو,207,0,2021,https://bama.ir/car/detail-mfi6h18v-peugeot-207-automatic-panorama-1400,1,417000000
5145,هیوندای,سانتافه (ix45),56000,2017,https://bama.ir/car/detail-wmn484i5-hyundai-santafe-ix45-2400cc-2017,1,1720000000
5146,آلفارومئو,جولیتا,88000,2015,https://bama.ir/car/detail-8dvkav6d-alfa-romeo-giulietta-2015,3,750000000
5147,ب ام و,سری 5 سدان,100000,2014,https://bama.ir/car/detail-1a5knky1-bmw-5-series-sedan-528i-2014,1,2180000000
5148,مزدا,3 (مونتاژ),220000,2008,https://bama.ir/car/detail-kyaez8x7-mazda-3-ir-type3-1387,7,320000000
5149,ام جی,360,0,2018,https://bama.ir/car/detail-4qamfkb5-mg-360-at-turbo-1397,1,470000000
5150,هایما,S7,0,2021,https://bama.ir/car/detail-xt99uph1-haima-s7-plus-turbo-automatic-1400,1,790000000
5151,پورشه,باکستر,118000,2011,https://bama.ir/car/detail-n4g5ktz6-porsche-boxster-6cylinder-2011,1,3100000000
5152,هیوندای,سوناتا هیبرید,48000,2017,https://bama.ir/car/detail-wru13s-hyundai-sonata-hybrid-gls-2017,1,1230000000
5153,پراید,111,135000,2013,https://bama.ir/car/detail-5xjq9acx-pride-111-ex-1392,2,77000000
5154,برلیانس,H330,12500,2018,https://bama.ir/car/detail-p3ugqqb-brilliance-h330-at-1.65-1397,1,330000000
5155,هیوندای,سوناتا,120000,2010,https://bama.ir/car/detail-6mctv2bf-hyundai-sonata-4cyl-automatic-2010,3,595000000
5156,هیوندای,توسان (ix35),nan,2015,https://bama.ir/car/detail-djimgjm4-hyundai-tucson-ix35-2.4l-2015,1,1045000000
5157,ام وی ام,110,nan,2011,https://bama.ir/car/detail-azud37f3-mvm-110-4cylinder-mt-1390,1,80000000
5158,نیسان,پیکاپ دو کابین ,165000,2011,https://bama.ir/car/detail-z4w4tade-nissan-pickup-ir-2cab-1390,1,700000000
5159,هیوندای,کوپه,175000,2008,https://bama.ir/car/detail-msxqu3e-hyundai-coupe-at-2008,4,460000000
5160,پژو,207,56000,2018,https://bama.ir/car/detail-d8hauhz-peugeot-207-at-1397,4,285000000
5161,پژو,206 ,30000,2017,https://bama.ir/car/detail-7yot69eo-peugeot-206-ir-type2-1396,1,174000000
5162,هیوندای,اکسنت,52000,2015,https://bama.ir/car/detail-dkvogjzb-hyundai-accent-blue-2015,9,510000000
5163,پژو,206 ,30000,2017,https://bama.ir/car/detail-7yot69eo-peugeot-206-ir-type2-1396,1,174000000
5164,هیوندای,اکسنت,52000,2015,https://bama.ir/car/detail-dkvogjzb-hyundai-accent-blue-2015,9,510000000
5165,دنا,معمولی,62000,2015,https://bama.ir/car/detail-12eqx9cz-dena-1.7-1394,4,185000000
5166,دنا,پلاس,3000,2020,https://bama.ir/car/detail-7t27e4n9-dena-plus-basic-manual-1399,1,303000000
5167,جک,S5,0,2019,https://bama.ir/car/detail-3jppdcb6-jac-s5-at-1398,1,630000000
5168,هیوندای,توسان (ix35),117000,2014,https://bama.ir/car/detail-butw5w6-hyundai-tucson-ix35-2.4l-2014,1,870000000
5169,پژو,پارس,179000,2010,https://bama.ir/car/detail-hxn8dunj-peugeot-pars-mt-1389,1,115000000
5170,پژو,پارس,2500,2020,https://bama.ir/car/detail-nzzxpate-peugeot-pars-mt-1399,1,214000000
5171,پژو,206 ,nan,2005,https://bama.ir/car/detail-rhhujvj3-peugeot-206-ir-type6-1384,4,115000000
5172,جک,S5,16000,2019,https://bama.ir/car/detail-o8g9ih43-jac-s5-at-1398,1,585000000
5173,پژو,206 ,46000,2019,https://bama.ir/car/detail-jsozgbid-peugeot-206-ir-type2-1398,1,180000000
5174,پژو,206 ,290000,2004,https://bama.ir/car/detail-fmaitk7-peugeot-206-ir-type2-1383,6,78000000
5175,سیتروئن,زانتیا,nan,2009,https://bama.ir/car/detail-mksucp-citroen-xantia-2.0-sx-1388,3,220000000
5176,کیا,اپتیما,0,2016,https://bama.ir/car/detail-9okzmgum-kia-optima-gtline-2016,1,1590000000
5177,هیوندای,آزرا (گرنجور),19000,2014,https://bama.ir/car/detail-vbs42htb-hyundai-azera-6cylinder-2014,1,1550000000
5178,پژو,پارس,0,2021,https://bama.ir/car/detail-dwkbwni-peugeot-pars-lx-1400,1,263000000
5179,کیا,ریو (مونتاژ),300000,2007,https://bama.ir/car/detail-vntofwoo-kia-rio-ir-mt-1386,1,100000000
5180,پژو,206 ,200000,2007,https://bama.ir/car/detail-ho41s75r-peugeot-206-ir-type2-1386,4,99000000
5181,هیوندای,توسان (ix35),100000,2015,https://bama.ir/car/detail-1yyh33h2-hyundai-tucson-ix35-2.4l-2015,1,995000000
5182,پورشه,ماکان,24000,2017,https://bama.ir/car/detail-jf1z99ks-porsche-macan-2017,1,5000000000
5183,پورشه,ماکان,20000,2017,https://bama.ir/car/detail-9ohsj231-porsche-macan-2017,1,5550000000
5184,هیوندای,توسان (ix35),76000,2015,https://bama.ir/car/detail-rc65s35t-hyundai-tucson-ix35-2.4l-2015,1,1020000000
5185,کیا,سراتو (مونتاژ),45000,2018,https://bama.ir/car/detail-j5pabkv1-kia-cerato-ir-2000-optional-1397,1,665000000
5186,لکسوس,ES,172000,2008,https://bama.ir/car/detail-tmp51j4r-lexus-es-350-2008,8,880000000
5187,بسترن,B50F,106000,2015,https://bama.ir/car/detail-3gcdbpmy-besturn-b50f-1394,3,325000000
5188,پژو,207,0,2021,https://bama.ir/car/detail-sddgj5u-peugeot-207-automatic-panorama-1400,1,420000000
5189,هیوندای,سانتافه (ix45),100000,2015,https://bama.ir/car/detail-rn6a5cfn-hyundai-santafe-ix45-2400cc-2015,1,1225000000
5190,دنا,پلاس,0,2020,https://bama.ir/car/detail-aivi2zpp-dena-plus-turbo-automatic-1399,1,425000000
5191,سمند,LX,20000,2019,https://bama.ir/car/detail-rwz6vhs-samand-lx-basic-1398,1,172000000
5192,کوییک,اتوماتیک پلاس,46000,2018,https://bama.ir/car/detail-1ign3e9m-quick-at-full-plus-1397,1,187000000
5193,پورشه,ماکان,480000,2017,https://bama.ir/car/detail-aqf8ypb5-porsche-macan-2017,1,4200000000
5194,جیلی,امگرند 7,73000,2014,https://bama.ir/car/detail-3nkjdhgn-geely-emgrand7-at-2014,14,200000000
5195,میتسوبیشی,لنسر,9000,2018,https://bama.ir/car/detail-nz4jyquv-mitsubishi-lancer-1.8-at-2018,1,810000000
5196,هیوندای,اکسنت,107000,2014,https://bama.ir/car/detail-vykzufa-hyundai-accent-full-2014,1,490000000
5197,کیا,سراتو (مونتاژ),59000,2018,https://bama.ir/car/detail-3tinz674-kia-cerato-ir-2000-optional-1397,2,585000000
5198,ب ام و,X4,53000,2017,https://bama.ir/car/detail-15mjx4vf-bmw-x4-28-2017,1,3690000000
5199,کیا,اپتیما,180000,2013,https://bama.ir/car/detail-b3jx6k31-kia-optima-basic-2013,3,750000000
5200,کیا,کادنزا,170000,2013,https://bama.ir/car/detail-iuypzi81-kia-cadenza-2013,4,970000000
5201,کیا,سراتو (مونتاژ),52000,2017,https://bama.ir/car/detail-coakzdy-kia-cerato-ir-2000-optional-1396,1,598000000
5202,هیوندای,النترا,80000,2015,https://bama.ir/car/detail-1gg8tc-hyundai-elantra-1.8l-2015,3,710000000
5203,ب ام و,سری 5 سدان,80000,2014,https://bama.ir/car/detail-opx3oaki-bmw-5-series-sedan-528i-2014,1,2200000000
5204,هیوندای,سوناتا,174000,2007,https://bama.ir/car/detail-a678demx-hyundai-sonata-4cyl-automatic-2007,2,428000000
5205,پورشه,پانامرا,40000,2012,https://bama.ir/car/detail-csvozvcm-porsche-panamera-4s-2012,1,4500000000
5206,کاپرا,2,80000,2018,https://bama.ir/car/detail-gbqijugy-capra-2-4wd-1397,1,500000000
5207,بنز,کلاس C,88000,2014,https://bama.ir/car/detail-hqgvmrz3-mercedes-benz-c-class-c200-2014,1,1950000000
5208,پژو,206 ,21000,2019,https://bama.ir/car/detail-4d9fwztd-peugeot-206-ir-type5-1398,1,225000000
5209,فولکس,پاسات,75000,2018,https://bama.ir/car/detail-kzvy9acj-volkswagen-passat-2018,1,1720000000
