id,brand,model,mileage,year,link,body_status,price
0,ب ام و,سری 5 سدان,19000,2016,https://bama.ir/car/detail-8werdkq1-bmw-5-series-sedan-528i-2016,1,3400000000
1,چری,آریزو 5TE  ,22600,2019,https://bama.ir/car/detail-bd9ifkm-chery-arrizo5te-at-excellent-1398,1,500000000
2,سمند,LX,80000,2017,https://bama.ir/car/detail-97ypj121-samand-lx-basic-1396,1,155000000
3,مزدا,3 جدید صندوق دار (مونتاژ),84000,2017,https://bama.ir/car/detail-jukh1p6w-mazda-3-sedan-2.0l-type4-1396,1,720000000
4,پورشه,ماکان,75000,2015,https://bama.ir/car/detail-a32xi639-porsche-macan-2015,1,3950000000
5,هیوندای,سانتافه (ix45),54000,2016,https://bama.ir/car/detail-c5x5znj2-hyundai-santafe-ix45-2400cc-2016,1,1430000000
6,ساینا,اتوماتیک,54000,2018,https://bama.ir/car/detail-9wzhc6wy-saina-at-1397,1,175000000
7,پژو,205,430000,1996,https://bama.ir/car/detail-kv5wzfdm-peugeot-205-1996,12,43000000
8,نیسان,ماکسیما ,36000,2012,https://bama.ir/car/detail-4hq75pg5-nissan-maxima-ir-at-1391,1,850000000
9,رنو,تندر90 ,67000,2017,https://bama.ir/car/detail-h4xbsn5m-renault-tondar90-plus-mt-1396,1,290000000
10,کیا,سراتو (مونتاژ),85000,2017,https://bama.ir/car/detail-gozypjhd-kia-cerato-ir-2000-optional-1396,1,540000000
11,پژو,پارس,0,2019,https://bama.ir/car/detail-btnjgbf-peugeot-pars-mt-1398,1,210000000
12,رنو,تندر90 ,320000,2007,https://bama.ir/car/detail-wndk1so4-renault-tondar90-e1-1386,4,108000000
13,تویوتا,لندکروز وانت تک کابین,380000,1983,https://bama.ir/car/detail-3u9tdt8-toyota-landcruiser-pickup-2door-2f-1983,12,180000000
14,ب ام و,X3,75000,2014,https://bama.ir/car/detail-9hafixyg-bmw-x3-28-2014,1,2200000000
15,هیوندای,وراکروز (ix55),99000,2013,https://bama.ir/car/detail-r3rsisoj-hyundai-veracruz-ix55-2013,6,1450000000
16,رنو,مگان (مونتاژ),156000,2011,https://bama.ir/car/detail-tkdkb4eb-renault-megan-ir-2000-1390,1,315000000
17,کیا,سراتو,24000,2016,https://bama.ir/car/detail-ynvpuwnk-kia-cerato-2000-2016,1,900000000
18,تویوتا,86 GT,106000,2013,https://bama.ir/car/detail-qg8pbqek-toyota-gt86-2013,3,870000000
19,هیوندای,i20,52000,2012,https://bama.ir/car/detail-5dypqvn4-hyundai-i20-2012,3,395000000
20,کیا,سورنتو,98000,2012,https://bama.ir/car/detail-2cnfwp9o-kia-sorento-6cylinder-2012,1,1300000000
21,کوییک,دنده ای,0,2020,https://bama.ir/car/detail-k3rxpihj-quick-manual-1399,1,147000000
22,هیوندای,سوناتا,15000,2016,https://bama.ir/car/detail-uy1o2y5v-hyundai-sonata-4cyl-automatic-2016,1,1250000000
23,پراید,131,200000,2013,https://bama.ir/car/detail-o4u48i4u-pride-131-ex-1392,3,72000000
24,نیسان,پاترول دو در ,170000,2003,https://bama.ir/car/detail-vzyxhvu-nissan-patrol-2door-ir-1382,4,237000000
25,پژو,206 SD,50000,2018,https://bama.ir/car/detail-4niyty3t-peugeot-206sd-v8-1397,1,205000000
26,رنو,تندر90 ,90000,2017,https://bama.ir/car/detail-eoiaxc4o-renault-tondar90-plus-at-1396,1,320000000
27,تویوتا,کرولا,220000,2015,https://bama.ir/car/detail-fkcwfc9v-toyota-corolla-gli-2015,1,850000000
28,پژو,405,300000,2014,https://bama.ir/car/detail-kr6s6uf-peugeot-405-glx-cng-1393,2,132000000
29,پژو,207,50000,2017,https://bama.ir/car/detail-7xt56ygu-peugeot-207-at-1396,1,305000000
30,پراید,141,325000,2005,https://bama.ir/car/detail-cs8mv33g-pride-141-basic-1384,12,41000000
31,زوتی,آریو,10700,2018,https://bama.ir/car/detail-esisogz-zotye-Ario-1.6l-1397,1,290000000
32,پراید,هاچ بک,120000,2009,https://bama.ir/car/detail-ddj5rxru-pride-hatchback-1388,2,77000000
33,پراید,141,325000,2005,https://bama.ir/car/detail-cs8mv33g-pride-141-basic-1384,12,41000000
34,زوتی,آریو,10700,2018,https://bama.ir/car/detail-esisogz-zotye-Ario-1.6l-1397,1,290000000
35,پراید,هاچ بک,120000,2009,https://bama.ir/car/detail-ddj5rxru-pride-hatchback-1388,2,77000000
36,هیوندای,سانتافه (ix45),80000,2014,https://bama.ir/car/detail-e76ag1p9-hyundai-santafe-ix45-2400cc-2014,5,1180000000
37,پژو,پارس,53000,2017,https://bama.ir/car/detail-85fkrjgi-peugeot-pars-mt-1396,1,187000000
38,هیوندای,توسان (ix35),45000,2017,https://bama.ir/car/detail-v8xo9zea-hyundai-tucson-ix35-2.0l-4wd-2017,1,1415000000
39,کیا,اپتیما,183000,2012,https://bama.ir/car/detail-zdn8oki8-kia-optima-basic-2012,1,895000000
40,پژو,RDI,85000,2004,https://bama.ir/car/detail-qd79t5rk-peugeot-rdi-1383,1,60000000
41,نیسان,پاترول دو در ,126000,1997,https://bama.ir/car/detail-afod9onv-nissan-patrol-2door-ir-1376,4,149000000
42,بنز,کلاس C,170000,2008,https://bama.ir/car/detail-vgyjg72-mercedes-benz-c-class-c200-2008,2,980000000
43,پژو,206 ,1020,2020,https://bama.ir/car/detail-rpjwptv-peugeot-206-ir-type2-1399,1,202000000
44,هایما,S5,0,2020,https://bama.ir/car/detail-1vt3be46-haima-s5-1399,1,615000000
45,وانت,آریسان,29000,2016,https://bama.ir/car/detail-hsfh8bub-pick-up-arisan-1395,1,105000000
46,کیا,اسپورتیج,75000,2014,https://bama.ir/car/detail-tz2iwdot-kia-sportage-basic-2014,1,960000000
47,تویوتا,هایلوکس دو کابین بلند,75000,2014,https://bama.ir/car/detail-cw7igfzm-toyota-hilux-high-at-2014,1,1450000000
48,تویوتا,کرولا,211000,2006,https://bama.ir/car/detail-ybctvta5-toyota-corolla-xli-2006,4,290000000
49,تیبا,هاچ بک,30000,2019,https://bama.ir/car/detail-1k2vp8j-tiba-hatchback-ex-1398,1,124000000
50,ام جی,GS,77000,2016,https://bama.ir/car/detail-nmewc5w3-mg-gs-2016,1,699000000
51,سانگ یانگ,تیوولی,78000,2017,https://bama.ir/car/detail-o5my4at7-ssang-yong-tivoli-elite-2017,1,650000000
52,هیوندای,النترا,97000,2014,https://bama.ir/car/detail-qbiffmy2-hyundai-elantra-1.8l-2014,1,670000000
53,ب ام و,X4,35000,2016,https://bama.ir/car/detail-huyvjrvt-bmw-x4-28-2016,1,3650000000
54,چانگان,CS 35 (مونتاژ),23000,2019,https://bama.ir/car/detail-htory52-changan-cs35-ir-1398,14,428000000
55,لکسوس,RX,70000,2013,https://bama.ir/car/detail-wkbu9xh-lexus-rx-350-f-sport-2013,1,3200000000
56,هیوندای,جنسیس,150000,2012,https://bama.ir/car/detail-wrq2y87v-hyundai-genesis-2012,5,1200000000
57,هیوندای,النترا,150000,2015,https://bama.ir/car/detail-fz8t3tvy-hyundai-elantra-1.8l-2015,1,710000000
58,پژو,207,7000,2019,https://bama.ir/car/detail-ovd1onf2-peugeot-207-at-1398,1,375000000
59,پژو,207,50000,2019,https://bama.ir/car/detail-37hv3f-peugeot-207-mt-1398,1,270000000
60,رنو,کپچر,72000,2016,https://bama.ir/car/detail-k49bh6r6-renault-captur-2016,1,575000000
61,ب ام و,سری 5 سدان,140000,2013,https://bama.ir/car/detail-mvs5ma6q-bmw-5-series-sedan-528i-2013,1,1900000000
62,لکسوس,RX,nan,2011,https://bama.ir/car/detail-x8vy1e8a-lexus-rx-350-2011,1,2500000000
63,نیسان,ماکسیما ,170000,2012,https://bama.ir/car/detail-4dmncdd2-nissan-maxima-ir-at-1391,1,650000000
64,دنا,معمولی,5000,2019,https://bama.ir/car/detail-vofe7bbt-dena-1.7-1398,1,243000000
65,دنا,پلاس,0,2020,https://bama.ir/car/detail-vnndy4ts-dena-plus-turbo-automatic-1399,1,425000000
66,دانگ فنگ,H30 کراس,25000,2018,https://bama.ir/car/detail-rd6wmdom-dongfeng-h30-cross-1397,1,310000000
67,ب ام و,سری 3 سدان,155000,2005,https://bama.ir/car/detail-yvm2vrax-bmw-3-series-sedan-318i-2005,1,680000000
68,تویوتا,کمری,240000,2008,https://bama.ir/car/detail-g9vgs2qo-toyota-camry-se-2008,1,670000000
69,سمند,LX,280000,2011,https://bama.ir/car/detail-b9bhkqv8-samand-lx-ef7-cng-1390,1,125000000
70,پراید,132,800000,2018,https://bama.ir/car/detail-71pgf4kp-pride-132-se-1397,1,96000000
71,رنو,داستر,57000,2015,https://bama.ir/car/detail-n6jdhbvo-renault-duster-se-fwd-2015,1,520000000
72,پراید,131,15200,2020,https://bama.ir/car/detail-ndyxx2p9-pride-131-se-1399,1,107500000
73,دنا,معمولی,38000,2019,https://bama.ir/car/detail-fmnb8d5-dena-1.7-1398,1,237000000
74,تویوتا,پرادو  چهار در,144000,2010,https://bama.ir/car/detail-o4gd46hi-toyota-prado-4doors-6cylinderoffroad-2010,11,2600000000
75,پورشه,کاین,60000,2012,https://bama.ir/car/detail-m5p7g445-porsche-cayenne-s-2012,1,3600000000
76,نیسان,ایکس تریل,32000,2017,https://bama.ir/car/detail-16v712os-nissan-x-trail-2017,1,1530000000
77,ب ام و,سری 5 سدان,129000,2011,https://bama.ir/car/detail-fz2ppb87-bmw-5-series-sedan-523i-2011,1,1750000000
78,تویوتا,راوفور,nan,2014,https://bama.ir/car/detail-uotmqqj7-toyota-rav4-4wd-2014,1,1420000000
79,پیکان,سدان,120000,1999,https://bama.ir/car/detail-samxfbn3-peykan-sedan-gas-1378,4,25000000
80,پژو,206 ,60000,2017,https://bama.ir/car/detail-frs5izxe-peugeot-206-ir-type5-1396,1,200000000
81,هیوندای,اکسنت,105000,2014,https://bama.ir/car/detail-o8r7qi3-hyundai-accent-blue-2014,1,490000000
82,هیوندای,سوناتا,60000,2008,https://bama.ir/car/detail-f94t65db-hyundai-sonata-4cyl-automatic-2008,1,645000000
83,پژو,206 SD,188000,2010,https://bama.ir/car/detail-2nihnu6-peugeot-206sd-v8-1389,4,218000000
84,کیا,اسپورتیج,160000,2011,https://bama.ir/car/detail-b7ygscxx-kia-sportage-basic-2011,2,750000000
85,هایما,S7,0,2021,https://bama.ir/car/detail-iksy2sbh-haima-s7-plus-turbo-automatic-1400,1,745000000
86,پراید,صندوق دار,475000,2006,https://bama.ir/car/detail-7eo6iqvy-pride-sedan-1385,4,52000000
87,هیوندای,سانتافه (ix45),115000,2014,https://bama.ir/car/detail-wmk9gder-hyundai-santafe-ix45-2400cc-2014,1,1060000000
88,کیا,ریو (مونتاژ),313000,2009,https://bama.ir/car/detail-xsjeo8eh-kia-rio-ir-mt-1388,6,105000000
89,ام وی ام,x55,0,2020,https://bama.ir/car/detail-kmt73yhj-mvm-x55-excellent-sport-1399,1,700000000
90,سمند,LX,54800,2017,https://bama.ir/car/detail-fjw7cjv4-samand-lx-ef7-1396,1,168000000
91,دنا,پلاس,11500,2019,https://bama.ir/car/detail-ansrqiy8-dena-plus-basic-manual-1398,1,300000000
92,چری,تیگو 5,90000,2016,https://bama.ir/car/detail-hajqc2uv-chery-tiggo5-at-excellent-1395,2,412000000
93,دوو,سیلو,340000,2002,https://bama.ir/car/detail-n1e99ei-daewoo-cielo-1381,1,50000000
94,پژو,207,42,2018,https://bama.ir/car/detail-kqjt92oj-peugeot-207-at-1397,2,308000000
95,لیفان,X60,40000,2018,https://bama.ir/car/detail-ogi6nxzt-lifan-x60-at-1397,1,380000000
96,هایما,S7,135000,2016,https://bama.ir/car/detail-s9v56md-haima-s7-2.0l-1395,1,460000000
97,پژو,207,0,2021,https://bama.ir/car/detail-o7qhym3t-peugeot-207-mt-1400,1,310000000
98,جک,S5,68000,2018,https://bama.ir/car/detail-xzcyn21-jac-s5-at-1397,1,525000000
99,هیوندای,سانتافه (ix45),40000,2016,https://bama.ir/car/detail-rkypfi5p-hyundai-santafe-ix45-2400cc-2016,1,1550000000
100,رنو,ساندرو استپ وی,80000,2016,https://bama.ir/car/detail-6vjnkvn-renault-sandero-stepway-at-1395,3,300000000
101,تویوتا,یاریس هاچ بک,170000,2008,https://bama.ir/car/detail-baf6c7t-toyota-yaris-hatchback-2008,3,355000000
102,پژو,207,72000,2018,https://bama.ir/car/detail-k42qeb5-peugeot-207-at-1397,1,330000000
104,پژو,207,0,2021,https://bama.ir/car/detail-ds1bpm6-peugeot-207-mt-1400,1,311000000
105,برلیانس,H330,90000,2017,https://bama.ir/car/detail-nq766va4-brilliance-h330-at-1396,1,285000000
106,ام وی ام,X33 S,52000,2017,https://bama.ir/car/detail-ad94so2h-mvm-x33s-at-sport-1396,1,360000000
107,تویوتا,لندکروز چهار در,250000,1991,https://bama.ir/car/detail-9urz6z-toyota-landcruiser-4door-v6-4500cc-1991,3,700000000
108,ب ام و,سری 3 کوپه,80000,2012,https://bama.ir/car/detail-6a16mr7k-bmw-3-series-coupe-320i-2012,2,1200000000
109,هیوندای,سانتافه (ix45),68000,2017,https://bama.ir/car/detail-jzhk21by-hyundai-santafe-ix45-2400cc-2017,1,1590000000
110,پراید,131,33800,2018,https://bama.ir/car/detail-ejprrgjw-pride-131-se-1397,1,95000000
111,هیوندای,سانتافه (ix45),125000,2014,https://bama.ir/car/detail-opvubwho-hyundai-santafe-ix45-3500cc-2014,1,1250000000
112,سمند,LX,98740,2016,https://bama.ir/car/detail-dc7zajj-samand-lx-basic-1395,14,145000000
113,پراید,111,119000,2015,https://bama.ir/car/detail-i3yq4qe-pride-111-se-1394,3,89000000
114,پراید,هاچ بک,159000,2008,https://bama.ir/car/detail-xspfrd-pride-hatchback-1387,11,67000000
115,دانگ فنگ,H30 کراس,79000,2018,https://bama.ir/car/detail-ym8hwffm-dongfeng-h30-cross-1397,1,270000000
116,نیسان,ماکسیما ,150000,2010,https://bama.ir/car/detail-8reimms-nissan-maxima-ir-at-1389,1,540000000
117,پژو,2008,11400,2018,https://bama.ir/car/detail-gcspk5hg-peugeot-2008-1397,1,740000000
118,کوییک,دنده ای,700,2020,https://bama.ir/car/detail-hzugoayf-quick-manual-1399,1,145500000
119,سمند,LX,138000,2011,https://bama.ir/car/detail-j3iumbhj-samand-lx-ef7-cng-1390,1,127000000
120,ام وی ام,X22,51000,2017,https://bama.ir/car/detail-ezewueim-mvm-x22-at-sport-excellent-1396,1,315000000
121,پژو,2008,37000,2018,https://bama.ir/car/detail-o11z8rsf-peugeot-2008-1397,1,730000000
122,رنو,تالیسمان,60000,2017,https://bama.ir/car/detail-6ogw8jz-renault-talisman-e3-2017,1,1320000000
123,ام وی ام,315هاچ بک,66000,2016,https://bama.ir/car/detail-kaoxieqs-mvm-315-hatchback-basic-1395,1,170000000
124,سمند,LX,140000,2016,https://bama.ir/car/detail-1aztbcdn-samand-lx-ef7-cng-1395,1,158000000
125,رنو,تندر90 ,66000,2017,https://bama.ir/car/detail-ts2tbqo3-renault-tondar90-plus-at-1396,14,320000000
126,پراید,151,0,2021,https://bama.ir/car/detail-8jdx7kd4-pride-151-se-1400,1,119000000
127,کیا,سراتو (مونتاژ),89000,2015,https://bama.ir/car/detail-b3giwnec-kia-cerato-ir-1600-basic-1394,1,420000000
128,پراید,131,166000,2017,https://bama.ir/car/detail-d4fuhimt-pride-131-se-1396,14,93000000
129,تیبا,هاچ بک,117000,2017,https://bama.ir/car/detail-tcvqx9qy-tiba-hatchback-ex-1396,1,108000000
130,مزدا,3 (مونتاژ),175000,2008,https://bama.ir/car/detail-j7hdgo2w-mazda-3-ir-type3-1387,1,360000000
132,ساینا,EX دنده ای,0,2021,https://bama.ir/car/detail-qnf1vm5p-saina-ex-mt-1400,1,145000000
133,پژو,206 ,168000,2006,https://bama.ir/car/detail-zqfxv5-peugeot-206-ir-type2-1385,1,90000000
134,پراید,141,137000,2011,https://bama.ir/car/detail-2jrtst1j-pride-141-sx-1390,1,68000000
135,پراید,132,0,2019,https://bama.ir/car/detail-vn868ted-pride-132-se-1398,1,110000000
136,نیسان,ماکسیما ,260000,2003,https://bama.ir/car/detail-z6524t3-nissan-maxima-ir-mt-1382,12,310000000
137,پراید,111,62000,2014,https://bama.ir/car/detail-vowb4rfu-pride-111-ex-1393,1,105000000
138,پژو,206 SD,74000,2017,https://bama.ir/car/detail-q1y46bb-peugeot-206sd-v8-1396,2,185000000
139,جک,S3,22000,2018,https://bama.ir/car/detail-wev3gbiu-jac-s3-at-1397,9,390000000
140,تیبا,صندوق دار,55000,2013,https://bama.ir/car/detail-64euevso-tiba-sedan-ex-1392,2,90000000
141,پژو,206 ,333000,2004,https://bama.ir/car/detail-ejztw3h-peugeot-206-ir-type6-1383,16,85000000
142,چانگان,CS 35 (مونتاژ),51000,2018,https://bama.ir/car/detail-b4r7o2w-changan-cs35-ir-1397,1,400000000
143,دنا,معمولی,1900,2020,https://bama.ir/car/detail-dubi47q-dena-1.7-1399,1,257000000
144,چری,تیگو 7,70000,2017,https://bama.ir/car/detail-63ed1xyf-chery-tiggo7-excellent-1396,2,610000000
145,کیا,ریو (مونتاژ),320000,2007,https://bama.ir/car/detail-aho5p18k-kia-rio-ir-mt-1386,4,84000000
146,سمند,LX,129000,2009,https://bama.ir/car/detail-6cqw1da9-samand-lx-basic-1388,1,112000000
147,ام وی ام,X33,129000,2012,https://bama.ir/car/detail-nc9e94ei-mvm-x33-mt-1391,1,195000000
148,کوییک,اتوماتیک پلاس,0,2021,https://bama.ir/car/detail-7kkjq4b-quick-at-full-plus-1400,1,230000000
149,پژو,405,115000,2007,https://bama.ir/car/detail-7g92bhvq-peugeot-405-glx-1386,1,95000000
150,پژو,206 SD,250000,2014,https://bama.ir/car/detail-8npz6fj8-peugeot-206sd-v8-1393,3,138000000
151,ب ام و,سری 5 سدان,41000,2015,https://bama.ir/car/detail-eo9y2a52-bmw-5-series-sedan-528i-2015,4,2200000000
152,پژو,2008,51500,2017,https://bama.ir/car/detail-epoj5rgj-peugeot-2008-1396,1,680000000
153,بنز,کلاس E,100000,2007,https://bama.ir/car/detail-wah4tpb2-mercedes-benz-e-class-e350-2007,1,1600000000
154,پژو,پارس,0,2021,https://bama.ir/car/detail-71hddfkm-peugeot-pars-mt-1400,1,235000000
155,پروتون,جن تو,22000,2007,https://bama.ir/car/detail-ksks28dx-proton-gen2-2007,3,148000000
156,تویوتا,لندکروز وانت تک کابین,149000,2002,https://bama.ir/car/detail-ptwcjsp5-toyota-landcruiser-pickup-2door-4.5f-2002,4,990000000
157,مزدا,3 (مونتاژ),217000,2008,https://bama.ir/car/detail-4m8dgg7o-mazda-3-ir-type3-1387,4,310000000
158,کاپرا,دو کابین,192000,2011,https://bama.ir/car/detail-j5x43nsq-capra-4door-4wd-1390,1,320000000
159,هیوندای,i20 (مونتاژ),77000,2017,https://bama.ir/car/detail-vn55qc21-hyundai-i20-ir-1396,3,600000000
160,ام وی ام,X22,0,2020,https://bama.ir/car/detail-uw1f98su-mvm-x22-at-sport-excellent-1399,1,435000000
161,دنا,پلاس,0,2020,https://bama.ir/car/detail-ssaj1t7o-dena-plus-turbo-automatic-1399,1,420000000
162,هیوندای,سوناتا,170000,2012,https://bama.ir/car/detail-cmwtpnvx-hyundai-sonata-4cyl-automatic-2012,1,770000000
163,دنا,پلاس,4300,2020,https://bama.ir/car/detail-7dib2aaj-dena-plus-basic-manual-1399,1,300000000
164,لکسوس,RX,170000,2010,https://bama.ir/car/detail-wtzckj2w-lexus-rx-350-2010,4,1500000000
165,پژو,2008,31000,2018,https://bama.ir/car/detail-4ratdmyk-peugeot-2008-1397,2,710000000
166,چانگان,CS 35 (مونتاژ),24000,2019,https://bama.ir/car/detail-zs7z76hb-changan-cs35-ir-1398,1,450000000
167,بنز,کلاس E (مونتاژ),118500,2010,https://bama.ir/car/detail-jrvbm99-mercedes-benz-e-class-ir-e200-1389,1,1050000000
168,پژو,207,0,2021,https://bama.ir/car/detail-isu4mmgz-peugeot-207-mt-1400,1,310000000
169,ام وی ام,315هاچ بک,63000,2019,https://bama.ir/car/detail-iasic9s7-mvm-315-hatchback-sport-1398,2,215000000
170,رنو,تندر90 ,34000,2018,https://bama.ir/car/detail-g5zxadho-renault-tondar90-e2-1397,1,260000000
171,ام وی ام,110,42000,2014,https://bama.ir/car/detail-o91j8p2i-mvm-110-4cylinder-mt-1393,4,62000000
172,برلیانس,H320,0,2020,https://bama.ir/car/detail-n3ru5bx-brilliance-h320-at-1.65-1399,1,376000000
173,پژو,405,7000,2019,https://bama.ir/car/detail-pemqm3xs-peugeot-405-glx-1398,1,176000000
174,پراید,132,83000,2016,https://bama.ir/car/detail-yt1giuba-pride-132-se-1395,1,85000000
175,رنو,کپچر,5200,2017,https://bama.ir/car/detail-dujrhzkj-renault-captur-2017,1,900000000
176,لیفان,620,200000,2012,https://bama.ir/car/detail-31grabhn-lifan-620-1.6-1391,4,140000000
177,دنا,معمولی,70000,2018,https://bama.ir/car/detail-zc7dov75-dena-1.7-1397,1,240000000
178,پژو,2008,16000,2018,https://bama.ir/car/detail-oeqx9yv-peugeot-2008-1397,1,735000000
179,پژو,405,150000,2017,https://bama.ir/car/detail-4embpx3c-peugeot-405-glx-cng-1396,1,133000000
180,هیوندای,توسان (ix35),nan,2010,https://bama.ir/car/detail-6gtm6car-hyundai-tucson-ix35-2.7l-2010,3,530000000
181,هیوندای,جنسیس کوپه,110000,2012,https://bama.ir/car/detail-2e8wquak-hyundai-genesis-coupe-2012,1,1800000000
182,رنو,ساندرو استپ وی,57000,2018,https://bama.ir/car/detail-fwqydk46-renault-sandero-stepway-at-1397,1,385000000
183,هیوندای,توسان (ix35),nan,2010,https://bama.ir/car/detail-6gtm6car-hyundai-tucson-ix35-2.7l-2010,3,530000000
184,هیوندای,جنسیس کوپه,110000,2012,https://bama.ir/car/detail-2e8wquak-hyundai-genesis-coupe-2012,1,1800000000
185,رنو,ساندرو استپ وی,57000,2018,https://bama.ir/car/detail-fwqydk46-renault-sandero-stepway-at-1397,1,385000000
186,جک,S5,78000,2016,https://bama.ir/car/detail-cght55j-jac-s5-at-1395,1,495000000
187,سمند,سورن,0,2020,https://bama.ir/car/detail-wiua7a9-samand-soren-plus-1399,1,260000000
188,تویوتا,یاریس هاچ بک,151500,2009,https://bama.ir/car/detail-mqjui5hy-toyota-yaris-hatchback-2009,1,380000000
189,پژو,2008,21000,2019,https://bama.ir/car/detail-2dhynbuj-peugeot-2008-1398,1,790000000
190,پژو,206 ,90000,2017,https://bama.ir/car/detail-m6kxzoyd-peugeot-206-ir-type5-1396,1,195000000
191,هیوندای,i20 (مونتاژ),13000,2017,https://bama.ir/car/detail-rhgzmus3-hyundai-i20-ir-1396,8,520000000
192,لیفان,820,14500,2017,https://bama.ir/car/detail-2ovjwizi-lifan-820-1396,1,550000000
193,تویوتا,پرادو دو در,170000,2007,https://bama.ir/car/detail-v1xi1c2h-toyota-prado-2doors-4cylinder-2007,1,1300000000
194,پژو,2008,15000,2019,https://bama.ir/car/detail-7n7vbv4-peugeot-2008-1398,1,790000000
195,جک,S5,75000,2016,https://bama.ir/car/detail-5huhy1q-jac-s5-at-1395,2,483000000
196,دنا,پلاس,0,2021,https://bama.ir/car/detail-118cdndt-dena-plus-turbo-automatic-1400,1,445000000
197,هیوندای,وراکروز (ix55),175000,2012,https://bama.ir/car/detail-r16n88ig-hyundai-veracruz-ix55-2012,4,1050000000
198,تویوتا,راوفور,50000,2018,https://bama.ir/car/detail-krp4qn-toyota-rav4-4wd-2018,1,2400000000
199,سانگ یانگ,تیوولی,51000,2017,https://bama.ir/car/detail-3aypex1x-ssang-yong-tivoli-elite-2017,3,650000000
200,تیبا,هاچ بک,0,2021,https://bama.ir/car/detail-s2b77iu-tiba-hatchback-ex-1400,1,138500000
201,مزدا,3 جدید صندوق دار (مونتاژ),13000,2019,https://bama.ir/car/detail-qkw1tufp-mazda-3-sedan-2.0l-type4-1398,1,850000000
202,رنو,تالیسمان,15000,2017,https://bama.ir/car/detail-a949vmfa-renault-talisman-e3-2017,1,1350000000
203,پژو,206 SD,98000,2016,https://bama.ir/car/detail-o4g9guyj-peugeot-206sd-v8-1395,1,177000000
204,شاهین,G,0,2021,https://bama.ir/car/detail-ed248qnm-shahin-g-1400,1,495000000
205,کوییک,دنده ای R,0,2021,https://bama.ir/car/detail-fn43fnzx-quick-manual-r-1400,1,158000000
206,پژو,206 ,135000,2015,https://bama.ir/car/detail-sv22iyxz-peugeot-206-ir-type5-1394,1,150000000
207,پژو,پارس,137000,2014,https://bama.ir/car/detail-17r25u2-peugeot-pars-cng-1393,2,163000000
208,رنو,ساندرو,33000,2017,https://bama.ir/car/detail-6aakbvim-renault-sandero-at-1396,14,370000000
209,هیوندای,توسان (ix35),116000,2014,https://bama.ir/car/detail-jebbtyg-hyundai-tucson-ix35-2.4l-2014,1,820000000
210,سانگ یانگ,تیوولی (مونتاژ),0,2021,https://bama.ir/car/detail-hhk13akr-ssang-yong-tivoli-ir-1400,1,970000000
211,ام وی ام,110,108000,2012,https://bama.ir/car/detail-znrx2t77-mvm-110-4cylinder-mt-1391,1,70000000
212,رنو,ساندرو استپ وی,0,2020,https://bama.ir/car/detail-m3tbudob-renault-sandero-stepway-at-1399,1,486000000
213,پژو,206 ,35000,2019,https://bama.ir/car/detail-isuqgwro-peugeot-206-ir-type2-1398,1,176000000
214,هیوندای,النترا,38700,2018,https://bama.ir/car/detail-oadfgvtu-hyundai-elantra-2.0l-2018,1,1035000000
215,تویوتا,راوفور,64000,2015,https://bama.ir/car/detail-meyqaq8h-toyota-rav4-4wd-2015,1,1330000000
216,رنو,ساندرو استپ وی,16000,2018,https://bama.ir/car/detail-btnr9yd5-renault-sandero-stepway-at-1397,1,420000000
217,پژو,پارس,128000,2009,https://bama.ir/car/detail-ocd1zegr-peugeot-pars-mt-1388,12,98000000
218,ام وی ام,110,60000,2015,https://bama.ir/car/detail-bycv31ev-mvm-110-4cylinder-mt-1394,1,83000000
219,ام وی ام,315هاچ بک,112000,2015,https://bama.ir/car/detail-ajaxztm-mvm-315-hatchback-basic-1394,6,168000000
220,سیتروئن,C3 (مونتاژ),23000,2018,https://bama.ir/car/detail-6jyehq86-citroen-c3-ir-1397,1,738000000
221,پژو,206 SD,67000,2018,https://bama.ir/car/detail-j7vuoiht-peugeot-206sd-v8-1397,1,210000000
222,اینفینیتی,Q30,11000,2017,https://bama.ir/car/detail-wjynpdpg-infiniti-q30-2017,1,1050000000
223,فوتون,تونلند,49960,2017,https://bama.ir/car/detail-j7qv8kr-foton-tunland-2.8l-1396,1,570000000
224,نیسان,پیکاپ دو کابین ,245000,2009,https://bama.ir/car/detail-gr9he2y-nissan-pickup-ir-2cab-1388,1,550000000
225,پژو,206 SD,125000,2017,https://bama.ir/car/detail-3j7ssezm-peugeot-206sd-v8-1396,1,198000000
226,ام وی ام,110,60000,2015,https://bama.ir/car/detail-sy77h7p8-mvm-110-4cylinder-mt-1394,1,83000000
227,پژو,پارس,30000,2019,https://bama.ir/car/detail-9uv19t3n-peugeot-pars-mt-1398,1,205000000
228,بی وای دی,S6,70000,2017,https://bama.ir/car/detail-dbjqax4m-byd-s6-1396,1,503000000
229,هیوندای,i20,190000,2011,https://bama.ir/car/detail-dcb2g1ot-hyundai-i20-2011,4,345000000
230,هیوندای,آوانته,220000,2010,https://bama.ir/car/detail-iurpkba-hyundai-avante-mt-1389,4,240000000
231,رنو,مگان (مونتاژ),107000,2012,https://bama.ir/car/detail-8nhm3ejt-renault-megan-ir-2000-1391,1,375000000
232,هیوندای,سوناتا هیبرید,54000,2017,https://bama.ir/car/detail-n1fgzhjf-hyundai-sonata-hybrid-gls-plus-2017,1,1280000000
